"sp_image";"sp_habitat";"order";"family";"sp_common";"sp_ebird"
"Limicola falcinellus";"Calidris falcinellus";"CHARADRIIFORMES";"Scolopacidae";"Broad-billed Sandpiper";"Calidris falcinellus"
"Heliodoxa imperatrix";"Heliodoxa imperatrix";"CAPRIMULGIFORMES";"Trochilidae";"Empress Brilliant";"Heliodoxa imperatrix"
"Haliaeetus leucogaster";"Haliaeetus leucogaster";"ACCIPITRIFORMES";"Accipitridae";"White-bellied Sea-eagle";"Icthyophaga leucogaster"
"Colius castanotus";"Colius castanotus";"COLIIFORMES";"Coliidae";"Red-backed Mousebird";"Colius castanotus"
"Cryptospiza jacksoni";"Cryptospiza jacksoni";"PASSERIFORMES";"Estrildidae";"Dusky Crimsonwing";"Cryptospiza jacksoni"
"Minla cyanouroptera";"Siva cyanouroptera";"PASSERIFORMES";"Leiothrichidae";"Blue-winged Minla";"Actinodura cyanouroptera"
"Ibycter americanus";"Ibycter americanus";"FALCONIFORMES";"Falconidae";"Red-throated Caracara";"Ibycter americanus"
"Polyboroides radiatus";"Polyboroides radiatus";"ACCIPITRIFORMES";"Accipitridae";"Madagascar Harrier-hawk";"Polyboroides radiatus"
"Eumyias sordidus";"Eumyias sordidus";"PASSERIFORMES";"Muscicapidae";"Dull-blue Flycatcher";"Eumyias sordidus"
"Stachyris grammiceps";"Stachyris grammiceps";"PASSERIFORMES";"Timaliidae";"White-breasted Babbler";"Stachyris grammiceps"
"Lonchura melaena";"Lonchura melaena";"PASSERIFORMES";"Estrildidae";"Buff-bellied Mannikin";"Lonchura melaena"
"Sylvietta ruficapilla";"Sylvietta ruficapilla";"PASSERIFORMES";"Macrosphenidae";"Red-capped Crombec";"Sylvietta ruficapilla"
"Hypocnemis peruviana";"Hypocnemis peruviana";"PASSERIFORMES";"Thamnophilidae";"Peruvian Antwarbler";"Hypocnemis peruviana"
"Apalis karamojae";"Apalis karamojae";"PASSERIFORMES";"Cisticolidae";"Karamoja Apalis";"Apalis karamojae"
"Poospiza boliviana";"Poospiza boliviana";"PASSERIFORMES";"Thraupidae";"Bolivian Warbling-finch";"Poospiza boliviana"
"Pipreola frontalis";"Pipreola frontalis";"PASSERIFORMES";"Cotingidae";"Scarlet-breasted Fruiteater";"Pipreola frontalis"
"Capito hypoleucus";"Capito hypoleucus";"PICIFORMES";"Capitonidae";"White-mantled Barbet";"Capito hypoleucus"
"Onychognathus walleri";"Onychognathus walleri";"PASSERIFORMES";"Sturnidae";"Waller's Starling";"Onychognathus walleri"
"Timeliopsis griseigula";"Timeliopsis griseigula";"PASSERIFORMES";"Meliphagidae";"Tawny Straightbill";"Timeliopsis griseigula"
"Paradoxornis conspicillatus";"Suthora conspicillata";"PASSERIFORMES";"Paradoxornithidae";"Spectacled Parrotbill";"Suthora conspicillata"
"Anthreptes rubritorques";"Anthreptes rubritorques";"PASSERIFORMES";"Nectariniidae";"Banded Sunbird";"Anthreptes rubritorques"
"Egretta rufescens";"Egretta rufescens";"PELECANIFORMES";"Ardeidae";"Reddish Egret";"Egretta rufescens"
"Phyllomyias sclateri";"Phyllomyias sclateri";"PASSERIFORMES";"Tyrannidae";"Sclater's Tyrannulet";"Phyllomyias sclateri"
"Tanygnathus sumatranus";"Tanygnathus sumatranus";"PSITTACIFORMES";"Psittacidae";"Azure-rumped Parrot";"Tanygnathus sumatranus"
"Furnarius longirostris";"Furnarius leucopus";"PASSERIFORMES";"Furnariidae";"Pale-legged Hornero";"Furnarius longirostris"
"Merops malimbicus";"Merops malimbicus";"CORACIIFORMES";"Meropidae";"Rosy Bee-eater";"Merops malimbicus"
"Monarcha melanopsis";"Monarcha melanopsis";"PASSERIFORMES";"Monarchidae";"Black-faced Monarch";"Monarcha melanopsis"
"Dromococcyx pavoninus";"Dromococcyx pavoninus";"CUCULIFORMES";"Cuculidae";"Pavonine Cuckoo";"Dromococcyx pavoninus"
"Spelaeornis longicaudatus";"Spelaeornis longicaudatus";"PASSERIFORMES";"Timaliidae";"Tawny-breasted Wren-babbler";"Spelaeornis longicaudatus"
"Empidonax flaviventris";"Empidonax flaviventris";"PASSERIFORMES";"Tyrannidae";"Yellow-bellied Flycatcher";"Empidonax flaviventris"
"Ruwenzorornis johnstoni";"Gallirex johnstoni";"MUSOPHAGIFORMES";"Musophagidae";"Rwenzori Turaco";"Gallirex johnstoni"
"Picus xanthopygaeus";"Picus xanthopygaeus";"PICIFORMES";"Picidae";"Streak-throated Woodpecker";"Picus xanthopygaeus"
"Corvus cryptoleucus";"Corvus cryptoleucus";"PASSERIFORMES";"Corvidae";"Chihuahuan Raven";"Corvus cryptoleucus"
"Todiramphus gambieri";"Todiramphus gambieri";"CORACIIFORMES";"Alcedinidae";"Tuamotu Kingfisher";"Todiramphus gambieri"
"Nectarinia tsavoensis";"Cinnyris tsavoensis";"PASSERIFORMES";"Nectariniidae";"Tsavo Sunbird";"Cinnyris tsavoensis"
"Aethia pygmaea";"Aethia pygmaea";"CHARADRIIFORMES";"Alcidae";"Whiskered Auklet";"Aethia pygmaea"
"Phaethornis longirostris";"Phaethornis longirostris";"CAPRIMULGIFORMES";"Trochilidae";"Long-billed Hermit";"Phaethornis longirostris"
"Claravis mondetoura";"Paraclaravis mondetoura";"COLUMBIFORMES";"Columbidae";"Maroon-chested Ground Dove";"Paraclaravis mondetoura"
"Icterus maculialatus";"Icterus maculialatus";"PASSERIFORMES";"Icteridae";"Bar-winged Oriole";"Icterus maculialatus"
"Aramides saracura";"Aramides saracura";"GRUIFORMES";"Rallidae";"Slaty-breasted Wood-rail";"Aramides saracura"
"Columba trocaz";"Columba trocaz";"COLUMBIFORMES";"Columbidae";"Madeira Laurel-pigeon";"Columba trocaz"
"Campylorhynchus albobrunneus";"Campylorhynchus albobrunneus";"PASSERIFORMES";"Troglodytidae";"White-headed Wren";"Campylorhynchus albobrunneus"
"Anthus sokokensis";"Anthus sokokensis";"PASSERIFORMES";"Motacillidae";"Sokoke Pipit";"Anthus sokokensis"
"Calidris minuta";"Calidris minuta";"CHARADRIIFORMES";"Scolopacidae";"Little Stint";"Calidris minuta"
"Climacteris affinis";"Climacteris affinis";"PASSERIFORMES";"Climacteridae";"White-browed Treecreeper";"Climacteris affinis"
"Lanius cabanisi";"Lanius cabanisi";"PASSERIFORMES";"Laniidae";"Long-tailed Fiscal";"Lanius cabanisi"
"Talegalla fuscirostris";"Talegalla fuscirostris";"GALLIFORMES";"Megapodiidae";"Yellow-legged Brushturkey";"Talegalla fuscirostris"
"Anurolimnas castaneiceps";"Rufirallus castaneiceps";"GRUIFORMES";"Rallidae";"Chestnut-headed Crake";"Anurolimnas castaneiceps"
"Grallaricula nana";"Grallaricula nana";"PASSERIFORMES";"Grallariidae";"Slate-crowned Antpitta";"Grallaricula nana"
"Petrophassa albipennis";"Petrophassa albipennis";"COLUMBIFORMES";"Columbidae";"White-quilled Rock-pigeon";"Petrophassa albipennis"
"Orthotomus frontalis";"Orthotomus frontalis";"PASSERIFORMES";"Cisticolidae";"Rufous-fronted Tailorbird";"Orthotomus frontalis"
"Apalopteron familiare";"Apalopteron familiare";"PASSERIFORMES";"Zosteropidae";"Bonin White-eye";"Apalopteron familiare"
"Primolius maracana";"Primolius maracana";"PSITTACIFORMES";"Psittacidae";"Blue-winged Macaw";"Primolius maracana"
"Streptopelia bitorquata";"Streptopelia bitorquata";"COLUMBIFORMES";"Columbidae";"Sunda Collared-dove";"Streptopelia bitorquata"
"Pardalotus quadragintus";"Pardalotus quadragintus";"PASSERIFORMES";"Pardalotidae";"Forty-spotted Pardalote";"Pardalotus quadragintus"
"Accipiter novaehollandiae";"Accipiter novaehollandiae";"ACCIPITRIFORMES";"Accipitridae";"Grey Goshawk";"Tachyspiza novaehollandiae"
"Grallina bruijni";"Grallina bruijnii";"PASSERIFORMES";"Monarchidae";"Torrent-lark";"Grallina bruijnii"
"Vireo flavifrons";"Vireo flavifrons";"PASSERIFORMES";"Vireonidae";"Yellow-throated Vireo";"Vireo flavifrons"
"Zoothera peronii";"Geokichla peronii";"PASSERIFORMES";"Turdidae";"Orange-banded Thrush";"Geokichla peronii"
"Aramides calopterus";"Aramides calopterus";"GRUIFORMES";"Rallidae";"Red-winged Wood-rail";"Aramides calopterus"
"Newtonia archboldi";"Newtonia archboldi";"PASSERIFORMES";"Vangidae";"Archbold's Newtonia";"Newtonia archboldi"
"Mirafra microptera";"Mirafra microptera";"PASSERIFORMES";"Alaudidae";"Burmese Bushlark";"Plocealauda microptera"
"Oceanites gracilis";"Oceanites gracilis";"PROCELLARIIFORMES";"Oceanitidae";"White-vented Storm-petrel";"Oceanites gracilis"
"Cinclodes patagonicus";"Cinclodes patagonicus";"PASSERIFORMES";"Furnariidae";"Dark-bellied Cinclodes";"Cinclodes patagonicus"
"Terenura spodioptila";"Euchrepomis spodioptila";"PASSERIFORMES";"Thamnophilidae";"Ash-winged Antwren";"Euchrepomis spodioptila"
"Elminia nigromitrata";"Elminia nigromitrata";"PASSERIFORMES";"Stenostiridae";"Dusky Crested-flycatcher";"Elminia nigromitrata"
"Hemitriccus josephinae";"Hemitriccus josephinae";"PASSERIFORMES";"Tyrannidae";"Boat-billed Tody-tyrant";"Hemitriccus josephinae"
"Chloropeta similis";"Iduna similis";"PASSERIFORMES";"Acrocephalidae";"Mountain Yellow Warbler";"Iduna similis"
"Alcedo websteri";"Ceyx websteri";"CORACIIFORMES";"Alcedinidae";"Bismarck Kingfisher";"Ceyx websteri"
"Mycerobas carnipes";"Mycerobas carnipes";"PASSERIFORMES";"Fringillidae";"White-winged Grosbeak";"Mycerobas carnipes"
"Polioptila lactea";"Polioptila lactea";"PASSERIFORMES";"Polioptilidae";"Creamy-bellied Gnatcatcher";"Polioptila lactea"
"Prinia hodgsonii";"Prinia hodgsonii";"PASSERIFORMES";"Cisticolidae";"Grey-breasted Prinia";"Prinia hodgsonii"
"Indicator meliphilus";"Indicator meliphilus";"PICIFORMES";"Indicatoridae";"Pallid Honeyguide";"Indicator meliphilus"
"Streptopelia reichenowi";"Streptopelia reichenowi";"COLUMBIFORMES";"Columbidae";"White-winged Collared-dove";"Streptopelia reichenowi"
"Picumnus temminckii";"Picumnus temminckii";"PICIFORMES";"Picidae";"Ochre-collared Piculet";"Picumnus temminckii"
"Pardalotus striatus";"Pardalotus striatus";"PASSERIFORMES";"Pardalotidae";"Striated Pardalote";"Pardalotus striatus"
"Knipolegus aterrimus";"Knipolegus aterrimus";"PASSERIFORMES";"Tyrannidae";"White-winged Black-tyrant";"Knipolegus aterrimus"
"Pelecanus thagus";"Pelecanus thagus";"PELECANIFORMES";"Pelecanidae";"Peruvian Pelican";"Pelecanus thagus"
"Ptilorrhoa leucosticta";"Ptilorrhoa leucosticta";"PASSERIFORMES";"Cinclosomatidae";"Spotted Jewel-babbler";"Ptilorrhoa leucosticta"
"Casiornis fuscus";"Casiornis fuscus";"PASSERIFORMES";"Tyrannidae";"Ash-throated Casiornis";"Casiornis fuscus"
"Harpactes diardii";"Harpactes diardii";"TROGONIFORMES";"Trogonidae";"Diard's Trogon";"Harpactes diardii"
"Parabuteo unicinctus";"Parabuteo unicinctus";"ACCIPITRIFORMES";"Accipitridae";"Harris's Hawk";"Parabuteo unicinctus"
"Alectoris graeca";"Alectoris graeca";"GALLIFORMES";"Phasianidae";"Rock Partridge";"Alectoris graeca"
"Epimachus bruijnii";"Drepanornis bruijnii";"PASSERIFORMES";"Paradisaeidae";"Pale-billed Sicklebill";"Drepanornis bruijnii"
"Lichmera squamata";"Lichmera squamata";"PASSERIFORMES";"Meliphagidae";"Scaly-breasted Honeyeater";"Lichmera squamata"
"Cyanerpes nitidus";"Cyanerpes nitidus";"PASSERIFORMES";"Thraupidae";"Short-billed Honeycreeper";"Cyanerpes nitidus"
"Melopyrrha nigra";"Melopyrrha nigra";"PASSERIFORMES";"Thraupidae";"Cuban Bullfinch";"Melopyrrha nigra"
"Minla ignotincta";"Minla ignotincta";"PASSERIFORMES";"Leiothrichidae";"Red-tailed Minla";"Minla ignotincta"
"Synallaxis stictothorax";"Synallaxis stictothorax";"PASSERIFORMES";"Furnariidae";"Necklaced Spinetail";"Synallaxis stictothorax"
"Motacilla clara";"Motacilla clara";"PASSERIFORMES";"Motacillidae";"Mountain Wagtail";"Motacilla clara"
"Larus thayeri";"Larus glaucoides";"CHARADRIIFORMES";"Laridae";"Iceland Gull";"Larus glaucoides"
"Pluvialis squatarola";"Pluvialis squatarola";"CHARADRIIFORMES";"Charadriidae";"Grey Plover";"Pluvialis squatarola"
"Pluvianellus socialis";"Pluvianellus socialis";"CHARADRIIFORMES";"Pluvianellidae";"Magellanic Plover";"Pluvianellus socialis"
"Campethera bennettii";"Campethera bennettii";"PICIFORMES";"Picidae";"Bennett's Woodpecker";"Campethera bennettii"
"Ailuroedus crassirostris";"Ailuroedus crassirostris";"PASSERIFORMES";"Ptilonorhynchidae";"Green Catbird";"Ailuroedus crassirostris"
"Campephaga phoenicea";"Campephaga phoenicea";"PASSERIFORMES";"Campephagidae";"Red-shouldered Cuckooshrike";"Campephaga phoenicea"
"Aplonis feadensis";"Aplonis feadensis";"PASSERIFORMES";"Sturnidae";"Atoll Starling";"Aplonis feadensis"
"Nesocharis shelleyi";"Nesocharis shelleyi";"PASSERIFORMES";"Estrildidae";"Shelley's Oliveback";"Nesocharis shelleyi"
"Chiroxiphia pareola";"Chiroxiphia pareola";"PASSERIFORMES";"Pipridae";"Blue-backed Manakin";"Chiroxiphia pareola"
"Snowornis cryptolophus";"Snowornis cryptolophus";"PASSERIFORMES";"Cotingidae";"Olivaceous Piha";"Snowornis cryptolophus"
"Charadrius mongolus";"Charadrius mongolus";"CHARADRIIFORMES";"Charadriidae";"Siberian Sandplover";"Anarhynchus mongolus"
"Myioborus cardonai";"Myioborus cardonai";"PASSERIFORMES";"Parulidae";"Guaiquinima Whitestart";"Myioborus cardonai"
"Pachyptila vittata";"Pachyptila vittata";"PROCELLARIIFORMES";"Procellariidae";"Broad-billed Prion";"Pachyptila vittata"
"Hemipus hirundinaceus";"Hemipus hirundinaceus";"PASSERIFORMES";"Vangidae";"Black-winged Flycatcher-shrike";"Hemipus hirundinaceus"
"Crypsirina cucullata";"Crypsirina cucullata";"PASSERIFORMES";"Corvidae";"Hooded Treepie";"Crypsirina cucullata"
"Apteryx owenii";"Apteryx owenii";"STRUTHIONIFORMES";"Apterygidae";"Little Spotted Kiwi";"Apteryx owenii"
"Accipiter luteoschistaceus";"Accipiter luteoschistaceus";"ACCIPITRIFORMES";"Accipitridae";"Slaty-backed Goshawk";"Buteogallus schistaceus"
"Amphilais seebohmi";"Bradypterus seebohmi";"PASSERIFORMES";"Locustellidae";"Madagascar Grassbird";"Bradypterus seebohmi"
"Ducula pacifica";"Ducula pacifica";"COLUMBIFORMES";"Columbidae";"Pacific Imperial-pigeon";"Ducula pacifica"
"Colaptes campestris";"Colaptes campestris";"PICIFORMES";"Picidae";"Campo Flicker";"Colaptes campestris"
"Garrulax subunicolor";"Trochalopteron subunicolor";"PASSERIFORMES";"Leiothrichidae";"Scaly Laughingthrush";"Trochalopteron subunicolor"
"Psittacula alexandri";"Psittacula alexandri";"PSITTACIFORMES";"Psittacidae";"Red-breasted Parakeet";"Psittacula alexandri"
"Anthus antarcticus";"Anthus antarcticus";"PASSERIFORMES";"Motacillidae";"South Georgia Pipit";"Anthus antarcticus"
"Cettia fortipes";"Horornis fortipes";"PASSERIFORMES";"Scotocercidae";"Brownish-flanked Bush-warbler";"Horornis fortipes"
"Sasia africana";"Verreauxia africana";"PICIFORMES";"Picidae";"African Piculet";"Verreauxia africana"
"Haliaeetus pelagicus";"Haliaeetus pelagicus";"ACCIPITRIFORMES";"Accipitridae";"Steller's Sea-eagle";"Haliaeetus pelagicus"
"Geotrygon goldmani";"Zentrygon goldmani";"COLUMBIFORMES";"Columbidae";"Russet-crowned Quail-Dove";"Zentrygon goldmani"
"Mycerobas icterioides";"Mycerobas icterioides";"PASSERIFORMES";"Fringillidae";"Black-and-yellow Grosbeak";"Mycerobas icterioides"
"Ficedula albicilla";"Ficedula albicilla";"PASSERIFORMES";"Muscicapidae";"Red-throated Flycatcher";"Ficedula albicilla"
"Chlorothraupis stolzmanni";"Habia stolzmanni";"PASSERIFORMES";"Cardinalidae";"Ochre-breasted Tanager";"Chlorothraupis stolzmanni"
"Fringilla montifringilla";"Fringilla montifringilla";"PASSERIFORMES";"Fringillidae";"Brambling";"Fringilla montifringilla"
"Poospiza thoracica";"Castanozoster thoracicus";"PASSERIFORMES";"Thraupidae";"Bay-chested Warbling-finch";"Castanozoster thoracicus"
"Vidua nigeriae";"Vidua nigeriae";"PASSERIFORMES";"Viduidae";"Quailfinch Indigobird";"Vidua nigeriae"
"Cryptophaps poecilorrhoa";"Cryptophaps poecilorrhoa";"COLUMBIFORMES";"Columbidae";"Sombre Pigeon";"Cryptophaps poecilorrhoa"
"Aplonis tabuensis";"Aplonis tabuensis";"PASSERIFORMES";"Sturnidae";"Polynesian Starling";"Aplonis tabuensis"
"Pitta sordida";"Pitta sordida";"PASSERIFORMES";"Pittidae";"Western Hooded Pitta";"Pitta sordida"
"Tetrao urogallus";"Tetrao urogallus";"GALLIFORMES";"Phasianidae";"Western Capercaillie";"Tetrao urogallus"
"Serinus leucopygius";"Crithagra leucopygia";"PASSERIFORMES";"Fringillidae";"White-rumped Seedeater";"Crithagra leucopygia"
"Biziura lobata";"Biziura lobata";"ANSERIFORMES";"Anatidae";"Musk Duck";"Biziura lobata"
"Chaetops aurantius";"Chaetops aurantius";"PASSERIFORMES";"Chaetopidae";"Drakensberg Rockjumper";"Chaetops aurantius"
"Egretta novaehollandiae";"Egretta novaehollandiae";"PELECANIFORMES";"Ardeidae";"White-faced Heron";"Egretta novaehollandiae"
"Geositta isabellina";"Geositta isabellina";"PASSERIFORMES";"Furnariidae";"Creamy-rumped Miner";"Geositta isabellina"
"Hemitriccus flammulatus";"Hemitriccus flammulatus";"PASSERIFORMES";"Tyrannidae";"Flammulated Bamboo-tyrant";"Hemitriccus flammulatus"
"Gampsorhynchus rufulus";"Gampsorhynchus rufulus";"PASSERIFORMES";"Pellorneidae";"White-hooded Babbler";"Gampsorhynchus rufulus"
"Trichastoma celebense";"Pellorneum celebense";"PASSERIFORMES";"Pellorneidae";"Sulawesi Babbler";"Pellorneum celebense"
"Ramphomicron dorsale";"Ramphomicron dorsale";"CAPRIMULGIFORMES";"Trochilidae";"Black-backed Thornbill";"Ramphomicron dorsale"
"Aramides ypecaha";"Aramides ypecaha";"GRUIFORMES";"Rallidae";"Giant Wood-rail";"Aramides ypecaha"
"Larus pipixcan";"Larus pipixcan";"CHARADRIIFORMES";"Laridae";"Franklin's Gull";"Leucophaeus pipixcan"
"Ramsayornis fasciatus";"Ramsayornis fasciatus";"PASSERIFORMES";"Meliphagidae";"Bar-breasted Honeyeater";"Ramsayornis fasciatus"
"Phylloscopus claudiae";"Phylloscopus claudiae";"PASSERIFORMES";"Phylloscopidae";"Claudia's Leaf-warbler";"Phylloscopus claudiae"
"Kakamega poliothorax";"Kakamega poliothorax";"PASSERIFORMES";"Modulatricidae";"Grey-chested Kakamega";"Kakamega poliothorax"
"Pipra aureola";"Pipra aureola";"PASSERIFORMES";"Pipridae";"Crimson-hooded Manakin";"Pipra aureola"
"Colaptes punctigula";"Colaptes punctigula";"PICIFORMES";"Picidae";"Spot-breasted Woodpecker";"Colaptes punctigula"
"Francolinus bicalcaratus";"Pternistis bicalcaratus";"GALLIFORMES";"Phasianidae";"Double-spurred Spurfowl";"Pternistis bicalcaratus"
"Gorsachius goisagi";"Gorsachius goisagi";"PELECANIFORMES";"Ardeidae";"Japanese Night Heron";"Gorsachius goisagi"
"Veniliornis mixtus";"Veniliornis mixtus";"PICIFORMES";"Picidae";"Checkered Woodpecker";"Dryobates mixtus"
"Tarsiger cyanurus";"Tarsiger cyanurus";"PASSERIFORMES";"Muscicapidae";"Orange-flanked Bush-robin";"Tarsiger cyanurus"
"Caprimulgus vociferus";"Antrostomus vociferus";"CAPRIMULGIFORMES";"Caprimulgidae";"Eastern Whip-poor-will";"Antrostomus vociferus"
"Diomedea sanfordi";"Diomedea sanfordi";"PROCELLARIIFORMES";"Diomedeidae";"Northern Royal Albatross";"Diomedea sanfordi"
"Hemiprocne longipennis";"Hemiprocne longipennis";"CAPRIMULGIFORMES";"Hemiprocnidae";"Grey-rumped Treeswift";"Hemiprocne longipennis"
"Furnarius torridus";"Furnarius torridus";"PASSERIFORMES";"Furnariidae";"Pale-billed Hornero";"Furnarius torridus"
"Dolichonyx oryzivorus";"Dolichonyx oryzivorus";"PASSERIFORMES";"Icteridae";"Bobolink";"Dolichonyx oryzivorus"
"Glyphorynchus spirurus";"Glyphorynchus spirurus";"PASSERIFORMES";"Furnariidae";"Wedge-billed Woodcreeper";"Glyphorynchus spirurus"
"Sicalis lebruni";"Sicalis lebruni";"PASSERIFORMES";"Thraupidae";"Patagonian Yellow-finch";"Sicalis lebruni"
"Myzomela chloroptera";"Myzomela chloroptera";"PASSERIFORMES";"Meliphagidae";"Sulawesi Myzomela";"Myzomela chloroptera"
"Phrygilus unicolor";"Geospizopsis unicolor";"PASSERIFORMES";"Thraupidae";"Plumbeous Sierra-finch";"Geospizopsis unicolor"
"Phapitreron amethystinus";"Phapitreron amethystinus";"COLUMBIFORMES";"Columbidae";"Amethyst Brown-dove";"Phapitreron amethystinus"
"Agapornis fischeri";"Agapornis fischeri";"PSITTACIFORMES";"Psittacidae";"Fischer's Lovebird";"Agapornis fischeri"
"Phoenicurus schisticeps";"Phoenicurus schisticeps";"PASSERIFORMES";"Muscicapidae";"White-throated Redstart";"Phoenicurus schisticeps"
"Chlorostilbon mellisugus";"Chlorostilbon mellisugus";"CAPRIMULGIFORMES";"Trochilidae";"Blue-tailed Emerald";"Chlorostilbon mellisugus"
"Sericornis frontalis";"Sericornis frontalis";"PASSERIFORMES";"Acanthizidae";"White-browed Scrubwren";"Sericornis frontalis"
"Anthreptes simplex";"Anthreptes simplex";"PASSERIFORMES";"Nectariniidae";"Plain Sunbird";"Anthreptes simplex"
"Pseudelaenia leucospodia";"Pseudelaenia leucospodia";"PASSERIFORMES";"Tyrannidae";"Grey-and-white Tyrannulet";"Pseudelaenia leucospodia"
"Myrmecocichla tholloni";"Myrmecocichla tholloni";"PASSERIFORMES";"Muscicapidae";"Congo Moor Chat";"Myrmecocichla tholloni"
"Picoides tridactylus";"Picoides tridactylus";"PICIFORMES";"Picidae";"Three-toed Woodpecker";"Picoides tridactylus"
"Ninox ochracea";"Ninox ochracea";"STRIGIFORMES";"Strigidae";"Ochre-bellied Boobook";"Ninox ochracea"
"Lophornis gouldii";"Lophornis gouldii";"CAPRIMULGIFORMES";"Trochilidae";"Dot-eared Coquette";"Lophornis gouldii"
"Nesotriccus ridgwayi";"Nesotriccus ridgwayi";"PASSERIFORMES";"Tyrannidae";"Cocos Tyrannulet";"Nesotriccus ridgwayi"
"Ortygospiza fuscocrissa";"Ortygospiza atricollis";"PASSERIFORMES";"Estrildidae";"African Quailfinch";"Ortygospiza atricollis"
"Puffinus auricularis";"Puffinus auricularis";"PROCELLARIIFORMES";"Procellariidae";"Townsend's Shearwater";"Puffinus auricularis"
"Atelornis pittoides";"Atelornis pittoides";"CORACIIFORMES";"Brachypteraciidae";"Pitta-like Ground-roller";"Atelornis pittoides"
"Cyornis superbus";"Cyornis superbus";"PASSERIFORMES";"Muscicapidae";"Bornean Blue Flycatcher";"Cyornis superbus"
"Timalia pileata";"Timalia pileata";"PASSERIFORMES";"Timaliidae";"Chestnut-capped Babbler";"Timalia pileata"
"Pyrilia pyrilia";"Pyrilia pyrilia";"PSITTACIFORMES";"Psittacidae";"Saffron-headed Parrot";"Pyrilia pyrilia"
"Ducula lacernulata";"Ducula lacernulata";"COLUMBIFORMES";"Columbidae";"Dark-backed Imperial-pigeon";"Ducula lacernulata"
